season,season_start,player,team,salary,real_value,difference,games
2011-12,2011,Markieff Morris,PHX,1919160.0,2404887,485727.0,63.0
2021-22,2021,Markieff Morris,MIA,2641691.0,2931550,289859.0,19.0
2017-18,2017,Markieff Morris,WAS,8000000.0,6203470,-1796530.0,79.0
2015-16,2015,Markieff Morris,"PHX, WAS",8000000.0,3687048,-4312952.0,64.0
2018-19,2018,Markieff Morris,"OKC, WAS, NOP",9173294.0,3688785,-5484509.0,63.0
2019-20,2019,Marko Guduric,MEM,2625000.0,1298081,-1326919.0,44.0
2020-21,2020,Marko Guduric,nan,2750000.0,0,-2750000.0,0.0
2004-05,2004,Marko Jaric,LAC,2100000.0,6339788,4239788.0,50.0
2003-04,2003,Marko Jaric,LAC,1925000.0,4251611,2326611.0,58.0
2002-03,2002,Marko Jaric,LAC,1750000.0,2667317,917317.0,66.0
2005-06,2005,Marko Jaric,MIN,5000000.0,3598011,-1401989.0,75.0
2007-08,2007,Marko Jaric,MIN,6050000.0,3682149,-2367851.0,75.0
2006-07,2006,Marko Jaric,MIN,5525000.0,1782461,-3742539.0,70.0
2008-09,2008,Marko Jaric,MEM,6575000.0,657803,-5917197.0,53.0
2009-10,2009,Marko Jaric,nan,7100000.0,0,-7100000.0,0.0
2010-11,2010,Marko Jaric,nan,7625000.0,0,-7625000.0,0.0
1997-98,1997,Marko Milic,"PHX, PHI",242000.0,338558,96558.0,35.0
1998-99,1998,Marko Milic,PHX,350000.0,83615,-266385.0,11.0
2021-22,2021,Marko Simonovic,CHI,925258.0,315884,-609374.0,9.0
2021-22,2021,Markus Howard,DEN,462629.0,975202,512573.0,31.0
2020-21,2020,Markus Howard,DEN,535294.0,696054,160760.0,46.0
1998-99,1998,Marlon Garnett,BOS,287500.0,179612,-107888.0,24.0
1992-93,1992,Marlon Maxey,MIN,325000.0,303576,-21424.0,43.0
1993-94,1993,Marlon Maxey,MIN,375000.0,309309,-65691.0,55.0
1994-95,1994,Marlon Maxey,nan,275000.0,0,-275000.0,0.0
2020-21,2020,Marques Bolden,CLE,449115.0,510314,61199.0,6.0
1995-96,1995,Marques Bragg,MIN,225000.0,136849,-88151.0,53.0
2021-22,2021,Marquese Chriss,DAL,1292900.0,1661450,368550.0,42.0
2016-17,2016,Marquese Chriss,PHX,2941440.0,2766814,-174626.0,82.0
2020-21,2020,Marquese Chriss,"GSW, DAL, SAS",1824003.0,1506447,-317556.0,2.0
2017-18,2017,Marquese Chriss,PHX,3073800.0,2663047,-410753.0,72.0
2018-19,2018,Marquese Chriss,"CLE, HOU",3206160.0,1073120,-2133040.0,43.0
2003-04,2003,Marquis Daniels,DAL,366931.0,3918117,3551186.0,61.0
2012-13,2012,Marquis Daniels,MIL,1229255.0,1463690,234435.0,62.0
2010-11,2010,Marquis Daniels,"BOS, SAC",2470000.0,2547957,77957.0,49.0
2011-12,2011,Marquis Daniels,BOS,1223166.0,891855,-331311.0,53.0
2009-10,2009,Marquis Daniels,BOS,1990000.0,1532312,-457688.0,62.0
2005-06,2005,Marquis Daniels,DAL,5393300.0,4130928,-1262372.0,82.0
2004-05,2004,Marquis Daniels,DAL,4903000.0,3613641,-1289359.0,71.0
2008-09,2008,Marquis Daniels,IND,6864200.0,4984670,-1879530.0,54.0
2007-08,2007,Marquis Daniels,IND,6373900.0,2638144,-3735756.0,74.0
2006-07,2006,Marquis Daniels,IND,5883600.0,1636665,-4246935.0,45.0
2017-18,2017,Marquis Teague,MEM,157944.0,1284694,1126750.0,3.0
2012-13,2012,Marquis Teague,"CHI, PHI",857000.0,376182,-480818.0,56.0
2013-14,2013,Marquis Teague,"BKN, CHI",1074720.0,313785,-760935.0,40.0
2014-15,2014,Marquis Teague,nan,1120920.0,0,-1120920.0,0.0
2016-17,2016,Marreese Speights,LAC,1403611.0,3927671,2524060.0,89.0
2008-09,2008,Marreese Speights,PHI,1542600.0,3102722,1560122.0,82.0
2009-10,2009,Marreese Speights,PHI,1658280.0,2768022,1109742.0,62.0
2011-12,2011,Marreese Speights,MEM,2721255.0,3748647,1027392.0,67.0
2014-15,2014,Marreese Speights,GSW,3657500.0,4081782,424282.0,86.0
2017-18,2017,Marreese Speights,ORL,2116955.0,2022120,-94835.0,52.0
2010-11,2010,Marreese Speights,PHI,1773960.0,1477279,-296681.0,66.0
2012-13,2012,Marreese Speights,"CLE, MEM",4200000.0,2843864,-1356136.0,79.0
2015-16,2015,Marreese Speights,GSW,3815500.0,2397685,-1417815.0,96.0
2013-14,2013,Marreese Speights,GSW,3500000.0,1931283,-1568717.0,86.0
2017-18,2017,Marshall Plumlee,MIL,77250.0,728688,651438.0,8.0
2016-17,2016,Marshall Plumlee,"NYK, MIL",543471.0,816463,272992.0,21.0
2017-18,2017,MarShon Brooks,MEM,86118.0,14804771,14718653.0,7.0
2011-12,2011,MarShon Brooks,BKN,1110120.0,4532541,3422421.0,56.0
2018-19,2018,MarShon Brooks,"MEM, CHI",1656092.0,2365364,709272.0,29.0
2012-13,2012,MarShon Brooks,BKN,1193280.0,1593183,399903.0,80.0
2013-14,2013,MarShon Brooks,"BOS, GSW, LAL",1276560.0,1141259,-135301.0,35.0
2012-13,2012,Martell Webster,WAS,2200000.0,4909760,2709760.0,76.0
2007-08,2007,Martell Webster,POR,2974080.0,3979639,1005559.0,75.0
2009-10,2009,Martell Webster,POR,4344000.0,3817668,-526332.0,88.0
2006-07,2006,Martell Webster,POR,2780160.0,1669420,-1110740.0,82.0
2005-06,2005,Martell Webster,POR,2586120.0,1195785,-1390335.0,61.0
2013-14,2013,Martell Webster,WAS,5150000.0,3344215,-1805785.0,89.0
2010-11,2010,Martell Webster,MIN,4800000.0,2394237,-2405763.0,46.0
2016-17,2016,Martell Webster,nan,2500000.0,0,-2500000.0,0.0
2011-12,2011,Martell Webster,MIN,5256000.0,2133790,-3122210.0,47.0
2008-09,2008,Martell Webster,POR,3771133.0,-239731,-4010864.0,1.0
2014-15,2014,Martell Webster,WAS,5381750.0,450424,-4931326.0,33.0
2015-16,2015,Martell Webster,nan,5713500.0,0,-5713500.0,0.0
1995-96,1995,Martin Lewis,TOR,200000.0,246474,46474.0,16.0
1997-98,1997,Martin Muursepp,DAL,675120.0,829140,154020.0,41.0
1996-97,1996,Martin Muursepp,"DAL, MIA",401000.0,338297,-62703.0,42.0
1998-99,1998,Martin Muursepp,nan,763200.0,0,-763200.0,0.0
1994-95,1994,Marty Conlon,MIL,182500.0,1196583,1014083.0,82.0
1993-94,1993,Marty Conlon,"CHA, WAS, SAC",250000.0,672301,422301.0,30.0
1992-93,1992,Marty Conlon,SAC,200000.0,272105,72105.0,46.0
1991-92,1991,Marty Conlon,OKC,130000.0,107541,-22459.0,46.0
1999-00,1999,Marty Conlon,LAC,343588.0,63756,-279832.0,3.0
1996-97,1996,Marty Conlon,"BOS, PHX",1447500.0,962068,-485432.0,74.0
1998-99,1998,Marty Conlon,"MIA, BOS",662500.0,-61221,-723721.0,7.0
1995-96,1995,Marty Conlon,MIL,1165000.0,378927,-786073.0,74.0
2005-06,2005,Martynas Andriuskevicius,CLE,398762.0,84212,-314550.0,6.0
2006-07,2006,Martynas Andriuskevicius,nan,664209.0,0,-664209.0,0.0
2018-19,2018,Marvin Bagley III,SAC,7314960.0,9321221,2006261.0,62.0
2020-21,2020,Marvin Bagley III,SAC,8963640.0,8403072,-560568.0,43.0
2019-20,2019,Marvin Bagley III,SAC,8556120.0,6077350,-2478770.0,13.0
2021-22,2021,Marvin Bagley III,"DET, SAC",11312114.0,6193782,-5118332.0,48.0
2019-20,2019,Marvin Williams,"CHA, MIL",604278.0,3280902,2676624.0,68.0
2007-08,2007,Marvin Williams,ATL,4466040.0,6825803,2359763.0,87.0
2008-09,2008,Marvin Williams,ATL,5636143.0,7863569,2227426.0,67.0
2015-16,2015,Marvin Williams,CHA,7000000.0,7545428,545428.0,88.0
2006-07,2006,Marvin Williams,ATL,4174800.0,4340504,165704.0,64.0
2005-06,2005,Marvin Williams,ATL,3883560.0,2519374,-1364186.0,79.0
2011-12,2011,Marvin Williams,ATL,7500000.0,5798032,-1701968.0,63.0
2009-10,2009,Marvin Williams,ATL,7500000.0,5680959,-1819041.0,92.0
2010-11,2010,Marvin Williams,ATL,6712500.0,4638090,-2074410.0,77.0
2013-14,2013,Marvin Williams,UTA,7500000.0,3930821,-3569179.0,66.0
2014-15,2014,Marvin Williams,CHA,7000000.0,3251576,-3748424.0,78.0
2016-17,2016,Marvin Williams,CHA,12250000.0,6848929,-5401071.0,76.0
2012-13,2012,Marvin Williams,UTA,8287500.0,2827964,-5459536.0,73.0
2017-18,2017,Marvin Williams,CHA,13168750.0,5565104,-7603646.0,78.0
2018-19,2018,Marvin Williams,CHA,14087500.0,6306389,-7781111.0,75.0
2021-22,2021,Mason Jones,LAL,295125.0,4083024,3787899.0,4.0
2020-21,2020,Mason Jones,"HOU, PHI, LAL",424544.0,1551590,1127046.0,32.0
2016-17,2016,Mason Plumlee,"DEN, POR",2328530.0,8140220,5811690.0,81.0
2015-16,2015,Mason Plumlee,POR,1415520.0,6460759,5045239.0,93.0
2014-15,2014,Mason Plumlee,BKN,1357080.0,3861655,2504575.0,88.0
2013-14,2013,Mason Plumlee,BKN,1298640.0,3097983,1799343.0,80.0
2020-21,2020,Mason Plumlee,DET,8000000.0,9047716,1047716.0,56.0
2021-22,2021,Mason Plumlee,CHA,9248333.0,6053523,-3194810.0,74.0
2018-19,2018,Mason Plumlee,DEN,12917808.0,6575784,-6342024.0,96.0
2019-20,2019,Mason Plumlee,DEN,14041096.0,4973817,-9067279.0,80.0
2017-18,2017,Mason Plumlee,DEN,14041096.0,4879648,-9161448.0,74.0
2005-06,2005,Mateen Cleaves,OKC,305784.0,524390,218606.0,27.0
2000-01,2000,Mateen Cleaves,DET,1253400.0,915770,-337630.0,78.0
2004-05,2004,Mateen Cleaves,OKC,735960.0,218120,-517840.0,14.0
2001-02,2001,Mateen Cleaves,SAC,1347480.0,299237,-1048243.0,32.0
2002-03,2002,Mateen Cleaves,SAC,1441440.0,-28676,-1470116.0,12.0
2021-22,2021,Matisse Thybulle,PHI,2840160.0,4082819,1242659.0,75.0
2019-20,2019,Matisse Thybulle,PHI,2582160.0,2951947,369787.0,69.0
2020-21,2020,Matisse Thybulle,PHI,2711280.0,2907771,196491.0,77.0
2012-13,2012,Matt Barnes,LAC,854389.0,5868535,5014146.0,86.0
2008-09,2008,Matt Barnes,PHX,926678.0,4646246,3719568.0,77.0
2009-10,2009,Matt Barnes,ORL,1600000.0,4933033,3333033.0,95.0
2006-07,2006,Matt Barnes,GSW,771331.0,4084602,3313271.0,87.0
2011-12,2011,Matt Barnes,LAL,1906200.0,4007108,2100908.0,74.0
2013-14,2013,Matt Barnes,LAC,3250000.0,4430808,1180808.0,76.0
2010-11,2010,Matt Barnes,LAL,1765000.0,2850693,1085693.0,63.0
2014-15,2014,Matt Barnes,LAC,3396250.0,4446082,1049832.0,90.0
2015-16,2015,Matt Barnes,"MEM, GSW",3542500.0,4397305,854805.0,80.0
2004-05,2004,Matt Barnes,"SAC, NYK",695046.0,1154183,459137.0,43.0
2005-06,2005,Matt Barnes,"NYK, PHI",683862.0,742429,58567.0,56.0
2007-08,2007,Matt Barnes,GSW,3000000.0,2583258,-416742.0,73.0
2016-17,2016,Matt Barnes,"GSW, SAC",6508351.0,2997770,-3510581.0,86.0
2017-18,2017,Matt Barnes,nan,6400625.0,0,-6400625.0,0.0
2004-05,2004,Matt Bonner,TOR,385277.0,2139593,1754316.0,82.0
2008-09,2008,Matt Bonner,SAS,2987000.0,4560221,1573221.0,86.0
2010-11,2010,Matt Bonner,SAS,3000000.0,3590869,590869.0,72.0
2005-06,2005,Matt Bonner,TOR,2000000.0,2348111,348111.0,78.0
2014-15,2014,Matt Bonner,SAS,1448490.0,1122967,-325523.0,79.0
2015-16,2015,Matt Bonner,SAS,1499187.0,1081404,-417783.0,30.0
2011-12,2011,Matt Bonner,SAS,3315000.0,2876852,-438148.0,78.0
2009-10,2009,Matt Bonner,SAS,3240380.0,2788267,-452113.0,75.0
2006-07,2006,Matt Bonner,SAS,2000000.0,1528871,-471129.0,65.0
2007-08,2007,Matt Bonner,SAS,2678000.0,1460273,-1217727.0,70.0
2012-13,2012,Matt Bonner,SAS,3630000.0,1554145,-2075855.0,88.0
2013-14,2013,Matt Bonner,SAS,3945000.0,931672,-3013328.0,83.0
1997-98,1997,Matt Bullard,HOU,326700.0,1088896,762196.0,72.0
1996-97,1996,Matt Bullard,HOU,247500.0,631643,384143.0,73.0
1991-92,1991,Matt Bullard,HOU,275000.0,415066,140066.0,80.0
1992-93,1992,Matt Bullard,HOU,500000.0,620419,120419.0,91.0
1995-96,1995,Matt Bullard,ATL,225000.0,294773,69773.0,50.0
1990-91,1990,Matt Bullard,HOU,120000.0,75723,-44277.0,18.0
1999-00,1999,Matt Bullard,HOU,1333333.0,1166905,-166428.0,56.0
1993-94,1993,Matt Bullard,HOU,650000.0,247720,-402280.0,75.0
2000-01,2000,Matt Bullard,HOU,2100000.0,1567987,-532013.0,61.0
2001-02,2001,Matt Bullard,CHA,1300000.0,514964,-785036.0,31.0
2002-03,2002,Matt Bullard,nan,1430000.0,0,-1430000.0,0.0
2006-07,2006,Matt Carroll,CHA,1188000.0,4282389,3094389.0,72.0
2005-06,2005,Matt Carroll,CHA,1100000.0,1719972,619972.0,78.0
2003-04,2003,Matt Carroll,"POR, SAS",349032.0,78175,-270857.0,16.0
2007-08,2007,Matt Carroll,CHA,5450000.0,2755008,-2694992.0,80.0
2010-11,2010,Matt Carroll,CHA,4300000.0,1048581,-3251419.0,54.0
2012-13,2012,Matt Carroll,"CHA, NOP",3500000.0,69430,-3430570.0,1.0
2011-12,2011,Matt Carroll,CHA,3900000.0,351575,-3548425.0,53.0
2009-10,2009,Matt Carroll,DAL,4700000.0,329155,-4370845.0,26.0
2008-09,2008,Matt Carroll,"CHA, DAL",5050000.0,465883,-4584117.0,59.0
2017-18,2017,Matt Costello,SAS,77250.0,627337,550087.0,4.0
2016-17,2016,Matt Costello,nan,50000.0,0,-50000.0,0.0
1994-95,1994,Matt Fish,LAC,150000.0,313435,163435.0,26.0
1997-98,1997,Matt Fish,nan,150000.0,0,-150000.0,0.0
1996-97,1996,Matt Fish,"MIA, WAS, SAC",247500.0,-23439,-270939.0,6.0
2006-07,2006,Matt Freije,ATL,145961.0,246313,100352.0,19.0
2004-05,2004,Matt Freije,"NOP, MIA",380579.0,366035,-14544.0,23.0
1997-98,1997,Matt Geiger,CHA,1402000.0,3189798,1787798.0,82.0
1993-94,1993,Matt Geiger,MIA,250000.0,793931,543931.0,74.0
1995-96,1995,Matt Geiger,CHA,1532000.0,1975663,443663.0,77.0
1992-93,1992,Matt Geiger,MIA,140000.0,222996,82996.0,48.0
1996-97,1996,Matt Geiger,CHA,1562000.0,1515612,-46388.0,52.0
1994-95,1994,Matt Geiger,MIA,1402000.0,899863,-502137.0,74.0
1998-99,1998,Matt Geiger,PHI,6800000.0,4523603,-2276397.0,58.0
1999-00,1999,Matt Geiger,PHI,6889520.0,2133603,-4755917.0,73.0
2000-01,2000,Matt Geiger,PHI,7515840.0,1079837,-6436003.0,47.0
2001-02,2001,Matt Geiger,PHI,8142160.0,-68851,-8211011.0,4.0
2002-03,2002,Matt Geiger,nan,8768480.0,0,-8768480.0,0.0
2002-03,2002,Matt Harpring,UTA,4000000.0,9881585,5881585.0,83.0
2003-04,2003,Matt Harpring,UTA,4290000.0,8621671,4331671.0,31.0
2001-02,2001,Matt Harpring,PHI,1908401.0,4614090,2705689.0,86.0
2000-01,2000,Matt Harpring,CLE,1244880.0,3276803,2031923.0,56.0
1998-99,1998,Matt Harpring,ORL,900000.0,2046402,1146402.0,54.0
2004-05,2004,Matt Harpring,UTA,4690000.0,5733278,1043278.0,78.0
2005-06,2005,Matt Harpring,UTA,5020000.0,5491628,471628.0,71.0
1999-00,1999,Matt Harpring,ORL,1163760.0,1632213,468453.0,4.0
2006-07,2006,Matt Harpring,UTA,6500000.0,4344108,-2155892.0,94.0
2007-08,2007,Matt Harpring,UTA,6000000.0,2996814,-3003186.0,88.0
2008-09,2008,Matt Harpring,UTA,6000000.0,1346714,-4653286.0,68.0
2009-10,2009,Matt Harpring,nan,6500000.0,0,-6500000.0,0.0
1996-97,1996,Matt Maloney,HOU,247500.0,2290509,2043009.0,98.0
1997-98,1997,Matt Maloney,HOU,326700.0,1659964,1333264.0,83.0
2000-01,2000,Matt Maloney,"ATL, HOU",2401000.0,2068050,-332950.0,55.0
1999-00,1999,Matt Maloney,"CHI, HOU",2681250.0,1119275,-1561975.0,51.0
2002-03,2002,Matt Maloney,"ATL, HOU",2945716.0,432979,-2512737.0,14.0
2001-02,2001,Matt Maloney,nan,2543750.0,0,-2543750.0,0.0
2003-04,2003,Matt Maloney,nan,3006260.0,0,-3006260.0,0.0
2004-05,2004,Matt Maloney,nan,3237500.0,0,-3237500.0,0.0
2019-20,2019,Matt Mooney,CLE,79568.0,307607,228039.0,4.0
2021-22,2021,Matt Mooney,NYK,171156.0,-291949,-463105.0,1.0
1992-93,1992,Matt Othick,SAS,13000.0,101070,88070.0,4.0
2021-22,2021,Matt Ryan,"BOS, MIN, LAL",111669.0,472756,361087.0,1.0
2019-20,2019,Matt Thomas,TOR,898310.0,2173284,1274974.0,51.0
2021-22,2021,Matt Thomas,CHI,1669178.0,1399026,-270152.0,40.0
2020-21,2020,Matt Thomas,"TOR, UTA",1517981.0,792554,-725427.0,48.0
2005-06,2005,Matt Walsh,MIA,38904.0,-1189,-40093.0,2.0
1993-94,1993,Matt Wenstrom,BOS,150000.0,68972,-81028.0,11.0
1994-95,1994,Matt Wenstrom,nan,150000.0,0,-150000.0,0.0
2017-18,2017,Matt Williams Jr.,MIA,77250.0,182572,105322.0,3.0
2015-16,2015,Matthew Dellavedova,CLE,1347276.0,3852550,2505274.0,96.0
2013-14,2013,Matthew Dellavedova,CLE,490180.0,1761899,1271719.0,72.0
2014-15,2014,Matthew Dellavedova,CLE,816482.0,1963971,1147489.0,87.0
2020-21,2020,Matthew Dellavedova,CLE,2174318.0,1970437,-203881.0,13.0
2016-17,2016,Matthew Dellavedova,MIL,9607500.0,3959153,-5648347.0,82.0
2018-19,2018,Matthew Dellavedova,"CLE, MIL",9607500.0,2773795,-6833705.0,48.0
2017-18,2017,Matthew Dellavedova,MIL,9607500.0,2357964,-7249536.0,44.0
2019-20,2019,Matthew Dellavedova,CLE,9607500.0,1652687,-7954813.0,57.0
2010-11,2010,Maurice Ager,MIN,83305.0,321968,238663.0,4.0
2006-07,2006,Maurice Ager,DAL,906480.0,179440,-727040.0,35.0
2007-08,2007,Maurice Ager,"BKN, DAL",974400.0,140903,-833497.0,26.0
2008-09,2008,Maurice Ager,BKN,1042440.0,62382,-980058.0,20.0
1990-91,1990,Maurice Cheeks,NYK,1000000.0,1002880,2880.0,79.0
1992-93,1992,Maurice Cheeks,"BKN, ATL",600000.0,496330,-103670.0,40.0
1991-92,1991,Maurice Cheeks,ATL,1000000.0,524564,-475436.0,56.0
2007-08,2007,Maurice Evans,"LAL, ORL",1740000.0,3849277,2109277.0,85.0
2004-05,2004,Maurice Evans,SAC,695046.0,1979513,1284467.0,68.0
2006-07,2006,Maurice Evans,LAL,1620000.0,2509922,889922.0,81.0
2005-06,2005,Maurice Evans,DET,1500000.0,1872607,372607.0,96.0
2008-09,2008,Maurice Evans,ATL,2500000.0,2540045,40045.0,91.0
2001-02,2001,Maurice Evans,MIN,332817.0,275090,-57727.0,10.0
2011-12,2011,Maurice Evans,WAS,1223166.0,1051233,-171933.0,24.0
2009-10,2009,Maurice Evans,ATL,2500000.0,1869478,-630522.0,90.0
2010-11,2010,Maurice Evans,"ATL, WAS",2500000.0,1770630,-729370.0,73.0
2012-13,2012,Maurice Harkless,ORL,1731960.0,2680721,948761.0,76.0
2013-14,2013,Maurice Harkless,ORL,1809840.0,2553070,743230.0,80.0
2015-16,2015,Maurice Harkless,POR,2894058.0,3011676,117618.0,89.0
2014-15,2014,Maurice Harkless,ORL,1887840.0,824926,-1062914.0,45.0
2020-21,2020,Maurice Harkless,"MIA, SAC",3623000.0,2365121,-1257879.0,37.0
2021-22,2021,Maurice Harkless,SAC,4347600.0,1580551,-2767049.0,47.0
2016-17,2016,Maurice Harkless,POR,8988764.0,5245915,-3742849.0,81.0
2018-19,2018,Maurice Harkless,POR,10837079.0,5185780,-5651299.0,76.0
2017-18,2017,Maurice Harkless,POR,10662922.0,3742912,-6920010.0,61.0
2019-20,2019,Maurice Harkless,"LAC, NYK",11011234.0,3856089,-7155145.0,62.0
2016-17,2016,Maurice Ndour,NYK,543471.0,1011091,467620.0,32.0
2015-16,2015,Maurice Ndour,nan,525093.0,0,-525093.0,0.0
2000-01,2000,Maurice Taylor,HOU,2250000.0,4182466,1932466.0,69.0
1998-99,1998,Maurice Taylor,LAC,1209000.0,2865102,1656102.0,46.0
1999-00,1999,Maurice Taylor,LAC,1367400.0,2750195,1382795.0,62.0
1997-98,1997,Maurice Taylor,LAC,1051800.0,1444957,393157.0,71.0
2003-04,2003,Maurice Taylor,HOU,7800000.0,3795386,-4004614.0,80.0
2002-03,2002,Maurice Taylor,HOU,7150000.0,1774506,-5375494.0,67.0
2001-02,2001,Maurice Taylor,nan,6500000.0,0,-6500000.0,0.0
2004-05,2004,Maurice Taylor,"HOU, NYK",8450000.0,1551350,-6898650.0,65.0
2005-06,2005,Maurice Taylor,NYK,9100000.0,921717,-8178283.0,67.0
2006-07,2006,Maurice Taylor,"SAC, NYK",8565918.0,319747,-8246171.0,12.0
2021-22,2021,Max Strus,MIA,1669178.0,6024288,4355110.0,86.0
2020-21,2020,Max Strus,MIA,647098.0,2027023,1379925.0,41.0
2019-20,2019,Max Strus,CHI,79568.0,769483,689915.0,2.0
2018-19,2018,Maxi Kleber,DAL,1378242.0,4101177,2722935.0,71.0
2017-18,2017,Maxi Kleber,DAL,815615.0,2319243,1503628.0,72.0
2019-20,2019,Maxi Kleber,DAL,8000000.0,6290031,-1709969.0,80.0
2020-21,2020,Maxi Kleber,DAL,8475000.0,4981962,-3493038.0,57.0
2021-22,2021,Maxi Kleber,DAL,8750000.0,4860242,-3889758.0,77.0
2021-22,2021,McKinley Wright IV,MIN,462629.0,389172,-73457.0,5.0
2005-06,2005,Mehmet Okur,UTA,8250000.0,11449327,3199327.0,82.0
2003-04,2003,Mehmet Okur,DET,1100000.0,3778737,2678737.0,93.0
2008-09,2008,Mehmet Okur,UTA,8500000.0,10883384,2383384.0,74.0
2002-03,2002,Mehmet Okur,DET,1000000.0,2560006,1560006.0,89.0
2006-07,2006,Mehmet Okur,UTA,8250000.0,9136570,886570.0,97.0
2007-08,2007,Mehmet Okur,UTA,8500000.0,9197427,697427.0,84.0
2004-05,2004,Mehmet Okur,UTA,7500000.0,6323288,-1176712.0,82.0
2009-10,2009,Mehmet Okur,UTA,9000000.0,7639855,-1360145.0,74.0
2010-11,2010,Mehmet Okur,UTA,9945000.0,1542029,-8402971.0,13.0
2011-12,2011,Mehmet Okur,BKN,10890000.0,1903828,-8986172.0,17.0
2005-06,2005,Melvin Ely,CHA,2401027.0,3182473,781446.0,57.0
2013-14,2013,Melvin Ely,NOP,74469.0,454098,379629.0,2.0
2007-08,2007,Melvin Ely,NOP,895341.0,825989,-69352.0,59.0
2004-05,2004,Melvin Ely,CHA,1742400.0,1492701,-249699.0,79.0
2010-11,2010,Melvin Ely,DEN,1223166.0,855005,-368161.0,30.0
2008-09,2008,Melvin Ely,NOP,998398.0,570977,-427421.0,31.0
2002-03,2002,Melvin Ely,LAC,1490120.0,1024421,-465699.0,52.0
2003-04,2003,Melvin Ely,LAC,1628760.0,722244,-906516.0,42.0
2006-07,2006,Melvin Ely,"CHA, SAS",3303813.0,249877,-3053936.0,30.0
2021-22,2021,Melvin Frazier Jr.,OKC,13294.0,127429,114135.0,3.0
2019-20,2019,Melvin Frazier Jr.,ORL,1416852.0,644793,-772059.0,19.0
2018-19,2018,Melvin Frazier Jr.,ORL,1050000.0,260546,-789454.0,13.0
2005-06,2005,Melvin Sanders,SAS,24315.0,626223,601908.0,16.0
2003-04,2003,Mengke Bateer,TOR,636679.0,194988,-441691.0,7.0
2002-03,2002,Mengke Bateer,SAS,512453.0,-102242,-614695.0,12.0
2004-05,2004,Metta World Peace,IND,6157895.0,19963726,13805831.0,7.0
2002-03,2002,Metta World Peace,IND,1904860.0,8694347,6789487.0,75.0
2003-04,2003,Metta World Peace,IND,5473684.0,12174722,6701038.0,88.0
2007-08,2007,Metta World Peace,SAC,7400000.0,12981314,5581314.0,57.0
2001-02,2001,Metta World Peace,"CHI, IND",1241760.0,4868833,3627073.0,60.0
2005-06,2005,Metta World Peace,"IND, SAC",6842105.0,9886881,3044776.0,61.0
2008-09,2008,Metta World Peace,HOU,7400000.0,10405532,3005532.0,82.0
2006-07,2006,Metta World Peace,SAC,7526316.0,10194929,2668613.0,70.0
2000-01,2000,Metta World Peace,CHI,1160760.0,3437982,2277222.0,76.0
1999-00,1999,Metta World Peace,CHI,1079760.0,2728629,1648869.0,72.0
2009-10,2009,Metta World Peace,LAL,5854000.0,6463249,609249.0,100.0
2014-15,2014,Metta World Peace,nan,250000.0,0,-250000.0,0.0
2015-16,2015,Metta World Peace,LAL,1499187.0,1012093,-487094.0,35.0
2016-17,2016,Metta World Peace,LAL,1551659.0,423591,-1128068.0,25.0
2010-11,2010,Metta World Peace,LAL,6322320.0,4666320,-1656000.0,91.0
2012-13,2012,Metta World Peace,LAL,7258960.0,5507883,-1751077.0,78.0
2011-12,2011,Metta World Peace,LAL,6790640.0,3957866,-2832774.0,70.0
2013-14,2013,Metta World Peace,NYK,9317280.0,1268157,-8049123.0,29.0
2014-15,2014,Meyers Leonard,POR,2317920.0,2423513,105593.0,60.0
2015-16,2015,Meyers Leonard,POR,3075879.0,3091046,15167.0,61.0
2012-13,2012,Meyers Leonard,POR,2126520.0,1592936,-533584.0,69.0
2013-14,2013,Meyers Leonard,POR,2222160.0,516374,-1705786.0,44.0
2019-20,2019,Meyers Leonard,MIA,11286515.0,4017327,-7269188.0,54.0
2018-19,2018,Meyers Leonard,POR,10595506.0,3254019,-7341487.0,72.0
2016-17,2016,Meyers Leonard,POR,9213484.0,1584001,-7629483.0,77.0
2020-21,2020,Meyers Leonard,"MIA, OKC",9400000.0,1207341,-8192659.0,3.0
2017-18,2017,Meyers Leonard,POR,9904495.0,1330583,-8573912.0,35.0
2021-22,2021,Mfiondu Kabengele,nan,19186.0,0,-19186.0,0.0
2019-20,2019,Mfiondu Kabengele,LAC,1977000.0,1310582,-666418.0,12.0
2020-21,2020,Mfiondu Kabengele,"CLE, LAC",2432353.0,616083,-1816270.0,39.0
2021-22,2021,Micah Potter,"DET, UTA",53176.0,1156511,1103335.0,3.0
1990-91,1990,Michael Adams,DEN,825000.0,2647214,1822214.0,66.0
1991-92,1991,Michael Adams,WAS,1309000.0,2058159,749159.0,78.0
1992-93,1992,Michael Adams,WAS,1309000.0,2029102,720102.0,70.0
1993-94,1993,Michael Adams,WAS,1309000.0,1893688,584688.0,70.0
1994-95,1994,Michael Adams,CHA,1240000.0,997071,-242929.0,30.0
1995-96,1995,Michael Adams,CHA,1240000.0,943588,-296412.0,21.0
1990-91,1990,Michael Ansley,ORL,200000.0,315080,115080.0,67.0
2015-16,2015,Michael Beasley,HOU,306526.0,5099547,4793021.0,25.0
2017-18,2017,Michael Beasley,NYK,2116955.0,5833950,3716995.0,74.0
2016-17,2016,Michael Beasley,MIL,1403611.0,4001328,2597717.0,60.0
2009-10,2009,Michael Beasley,MIA,4638600.0,7025034,2386434.0,83.0
2014-15,2014,Michael Beasley,MIA,330225.0,2206516,1876291.0,24.0
