,YEAR,PLAYER,PLAYER HH,DIFF,REAL VALUE,SALARY,Games played,,
Seth Curry 2019-20,2019-20,Seth Curry,Seth Curry,"$1,063,052","$8,524,432","$7,461,380",70,U,DAL
Alan Anderson 2006-07,2006-07,Alan Anderson,Alan Anderson,"$1,062,459","$1,164,590","$102,131",17,U,CHA
Tony Allen 2005-06,2005-06,Tony Allen,Tony Allen,"$1,061,929","$2,031,625","$969,696",51,U,BOS
Keita Bates-Diop 2018-19,2018-19,Keita Bates-Diop,Keita Bates-Diop,"$1,061,655","$1,900,119","$838,464",30,U,MIN
Omari Spellman 2018-19,2018-19,Omari Spellman,Omari Spellman,"$1,061,024","$2,683,544","$1,622,520",46,U,ATL
Sandro Mamukelashvili 2021-22,2021-22,Sandro Mamukelashvili,Sandro Mamukelashvili,"$1,060,894","$1,523,523","$462,629",41,U,MIL
Robert Pack 1994-95,1994-95,Robert Pack,Robert Pack,"$1,060,691","$2,120,191","$1,059,500",42,U,DEN
Samardo Samuels 2010-11,2010-11,Samardo Samuels,Samardo Samuels,"$1,060,631","$1,560,631","$500,000",37,U,CLE
Bernard Robinson 2005-06,2005-06,Bernard Robinson,Bernard Robinson,"$1,060,566","$1,702,314","$641,748",66,U,CHA
Jason Hart 2006-07,2006-07,Jason Hart,Jason Hart,"$1,059,947","$2,982,587","$1,922,640",36,U,"LAC, SAC"
Joe Harris 2016-17,2016-17,Joe Harris,Joe Harris,"$1,059,804","$2,040,235","$980,431",52,U,BKN
Frank Jackson 2018-19,2018-19,Frank Jackson,Frank Jackson,"$1,059,019","$2,437,261","$1,378,242",61,U,NOP
Jacque Vaughn 2002-03,2002-03,Jacque Vaughn,Jacque Vaughn,"$1,058,541","$1,758,476","$699,935",87,U,ORL
Isaiah Jackson 2021-22,2021-22,Isaiah Jackson,Isaiah Jackson,"$1,057,515","$3,508,755","$2,451,240",36,U,IND
Anthony Mason 1999-00,1999-00,Anthony Mason,Anthony Mason,"$1,057,110","$5,917,210","$4,860,100",86,U,CHA
Bimbo Coles 1995-96,1995-96,Bimbo Coles,Bimbo Coles,"$1,056,547","$2,058,547","$1,002,000",81,U,"GSW, MIA"
Ryan Gomes 2008-09,2008-09,Ryan Gomes,Ryan Gomes,"$1,056,109","$4,706,109","$3,650,000",82,U,MIN
Georgios Kalaitzakis 2021-22,2021-22,Georgios Kalaitzakis,Georgios Kalaitzakis,"$1,055,946","$1,555,798","$499,852",13,U,"MIL, OKC"
Steve Kerr 1995-96,1995-96,Steve Kerr,Steve Kerr,"$1,055,648","$1,855,648","$800,000",100,U,CHI
Mike Penberthy 2000-01,2000-01,Mike Penberthy,Mike Penberthy,"$1,054,976","$1,371,945","$316,969",53,U,LAL
Speedy Claxton 2002-03,2002-03,Speedy Claxton,Speedy Claxton,"$1,054,326","$2,130,726","$1,076,400",54,U,SAS
Devonte' Graham 2018-19,2018-19,Devonte' Graham,Devonte Graham,"$1,054,248","$2,042,712","$988,464",46,U,CHA
Andrea Bargnani 2008-09,2008-09,Andrea Bargnani,Andrea Bargnani,"$1,053,398","$6,229,838","$5,176,440",78,U,TOR
Dwight Howard 2021-22,2021-22,Dwight Howard,Dwight Howard,"$1,053,284","$3,694,975","$2,641,691",60,U,LAL
Ben Gordon 2004-05,2004-05,Ben Gordon,Ben Gordon,"$1,053,073","$4,411,393","$3,358,320",88,U,CHI
Chris Duhon 2008-09,2008-09,Chris Duhon,Chris Duhon,"$1,052,311","$6,637,311","$5,585,000",79,U,NYK
George McCloud 2000-01,2000-01,George McCloud,George McCloud,"$1,051,468","$3,251,468","$2,200,000",76,U,DEN
Steve Blake 2003-04,2003-04,Steve Blake,Steve Blake,"$1,050,839","$1,417,770","$366,931",75,U,WAS
Matt Barnes 2014-15,2014-15,Matt Barnes,Matt Barnes,"$1,049,832","$4,446,082","$3,396,250",90,U,LAC
Shandon Anderson 2000-01,2000-01,Shandon Anderson,Shandon Anderson,"$1,049,651","$3,249,651","$2,200,000",82,U,HOU
Marcus Smart 2015-16,2015-16,Marcus Smart,Marcus Smart,"$1,048,962","$4,480,002","$3,431,040",67,U,BOS
Mason Plumlee 2020-21,2020-21,Mason Plumlee,Mason Plumlee,"$1,047,716","$9,047,716","$8,000,000",56,U,DET
Jamal Crawford 2015-16,2015-16,Jamal Crawford,Jamal Crawford,"$1,047,534","$6,722,534","$5,675,000",85,U,LAC
Etan Thomas 2003-04,2003-04,Etan Thomas,Etan Thomas,"$1,046,804","$3,247,746","$2,200,942",79,U,WAS
James Johnson 2010-11,2010-11,James Johnson,James Johnson,"$1,046,568","$2,760,168","$1,713,600",38,U,"CHI, TOR"
Detlef Schrempf 1991-92,1991-92,Detlef Schrempf,Detlef Schrempf,"$1,044,737","$2,322,737","$1,278,000",83,U,IND
Matt Harpring 2004-05,2004-05,Matt Harpring,Matt Harpring,"$1,043,278","$5,733,278","$4,690,000",78,U,UTA
Antonio Daniels 2001-02,2001-02,Antonio Daniels,Antonio Daniels,"$1,043,018","$4,043,018","$3,000,000",92,U,SAS
Paul Zipser 2016-17,2016-17,Paul Zipser,Paul Zipser,"$1,042,818","$1,792,818","$750,000",50,U,CHI
Rik Smits 1997-98,1997-98,Rik Smits,Rik Smits,"$1,042,641","$5,042,641","$4,000,000",89,U,IND
Kelenna Azubuike 2006-07,2006-07,Kelenna Azubuike,Kelenna Azubuike,"$1,042,140","$1,343,797","$301,657",47,U,GSW
Mickael Pietrus 2006-07,2006-07,Mickael Pietrus,Mickael Pietrus,"$1,041,474","$3,576,734","$2,535,260",83,U,GSW
Aaron Williams 2000-01,2000-01,Aaron Williams,Aaron Williams,"$1,041,468","$3,291,468","$2,250,000",82,U,BKN
Josh Gray 2017-18,2017-18,Josh Gray,Josh Gray,"$1,041,454","$1,133,613","$92,159",5,U,PHX
John Starks 1996-97,1996-97,John Starks,John Starks,"$1,041,423","$2,954,423","$1,913,000",86,U,NYK
Harry Giles III 2019-20,2019-20,Harry Giles III,Harry Giles,"$1,040,955","$3,619,755","$2,578,800",46,U,SAC
JaVale McGee 2019-20,2019-20,JaVale McGee,JaVale McGee,"$1,040,896","$5,040,896","$4,000,000",82,U,LAL
Quentin Richardson 2002-03,2002-03,Quentin Richardson,Quentin Richardson,"$1,040,609","$2,214,689","$1,174,080",59,U,LAC
Vonteego Cummings 1999-00,1999-00,Vonteego Cummings,Vonteego Cummings,"$1,040,218","$1,744,618","$704,400",75,U,GSW
Jeremy Lamb 2013-14,2013-14,Jeremy Lamb,Jeremy Lamb,"$1,038,869","$3,150,029","$2,111,160",89,U,OKC
Aaron Gordon 2015-16,2015-16,Aaron Gordon,Aaron Gordon,"$1,038,434","$5,210,114","$4,171,680",78,U,ORL
Donnell Harvey 2002-03,2002-03,Donnell Harvey,Donnell Harvey,"$1,038,045","$2,030,085","$992,040",77,U,DEN
Terrence Jones 2015-16,2015-16,Terrence Jones,Terrence Jones,"$1,037,981","$3,527,510","$2,489,529",50,U,HOU
Andre Iguodala 2021-22,2021-22,Andre Iguodala,Andre Iguodala,"$1,035,854","$3,677,545","$2,641,691",38,U,GSW
Quentin Richardson 2004-05,2004-05,Quentin Richardson,Quentin Richardson,"$1,035,451","$6,835,451","$5,800,000",94,U,PHX
Jeff Withey 2015-16,2015-16,Jeff Withey,Jeff Withey,"$1,035,367","$1,982,643","$947,276",51,U,UTA
Shelvin Mack 2016-17,2016-17,Shelvin Mack,Shelvin Mack,"$1,034,858","$3,468,192","$2,433,334",64,U,UTA
Willie Green 2007-08,2007-08,Willie Green,Willie Green,"$1,034,449","$4,128,449","$3,094,000",80,U,PHI
Latrell Sprewell 1992-93,1992-93,Latrell Sprewell,Latrell Sprewell,"$1,033,546","$1,583,546","$550,000",77,U,GSW
Leandro Barbosa 2004-05,2004-05,Leandro Barbosa,Leandro Barbosa,"$1,032,758","$1,902,758","$870,000",75,U,PHX
Lawrence Funderburke 1997-98,1997-98,Lawrence Funderburke,Lawrence Funderburke,"$1,031,701","$1,531,701","$500,000",52,U,SAC
Lance Thomas 2015-16,2015-16,Lance Thomas,Lance Thomas,"$1,030,485","$2,667,327","$1,636,842",59,U,NYK
Jerry Stackhouse 1997-98,1997-98,Jerry Stackhouse,Jerry Stackhouse,"$1,029,087","$3,612,447","$2,583,360",79,U,"DET, PHI"
Marcus Fizer 2002-03,2002-03,Marcus Fizer,Marcus Fizer,"$1,027,982","$3,974,222","$2,946,240",38,U,CHI
Rawle Alkins 2018-19,2018-19,Rawle Alkins,Rawle Alkins,"$1,027,847","$1,105,097","$77,250",10,U,CHI
Antoine Carr 1990-91,1990-91,Antoine Carr,Antoine Carr,"$1,027,785","$1,637,785","$610,000",77,U,SAC
Isaiah Hicks 2017-18,2017-18,Isaiah Hicks,Isaiah Hicks,"$1,027,745","$1,104,995","$77,250",18,U,NYK
Anthony Johnson 1997-98,1997-98,Anthony Johnson,Anthony Johnson,"$1,027,594","$1,269,594","$242,000",77,U,SAC
Marreese Speights 2011-12,2011-12,Marreese Speights,Marreese Speights,"$1,027,392","$3,748,647","$2,721,255",67,U,MEM
Morris Peterson 2003-04,2003-04,Morris Peterson,Morris Peterson,"$1,027,328","$2,673,407","$1,646,079",82,U,TOR
Allen Iverson 2003-04,2003-04,Allen Iverson,Allen Iverson,"$1,027,270","$14,527,270","$13,500,000",48,U,PHI
Tracy McGrady 2011-12,2011-12,Tracy McGrady,Tracy McGrady,"$1,026,787","$2,378,968","$1,352,181",58,U,ATL
Kyle Korver 2006-07,2006-07,Kyle Korver,Kyle Korver,"$1,026,427","$5,044,609","$4,018,182",74,U,PHI
Semih Erden 2010-11,2010-11,Semih Erden,Semih Erden,"$1,024,915","$1,498,519","$473,604",41,U,"BOS, CLE"
Michael Carter-Williams 2020-21,2020-21,Michael Carter-Williams,Michael Carter-Williams,"$1,024,035","$4,324,035","$3,300,000",31,U,ORL
Andrew Bynum 2006-07,2006-07,Andrew Bynum,Andrew Bynum,"$1,023,787","$3,054,067","$2,030,280",87,U,LAL
Alonzo Mourning 1993-94,1993-94,Alonzo Mourning,Alonzo Mourning,"$1,023,230","$4,143,230","$3,120,000",60,U,CHA
Tom Gugliotta 1993-94,1993-94,Tom Gugliotta,Tom Gugliotta,"$1,023,162","$2,648,162","$1,625,000",78,U,WAS
Pooh Richardson 1991-92,1991-92,Pooh Richardson,Pooh Richardson,"$1,022,662","$1,782,662","$760,000",82,U,MIN
Chris Whitney 1995-96,1995-96,Chris Whitney,Chris Whitney,"$1,022,571","$1,072,571","$50,000",21,U,WAS
Jeff Hornacek 1993-94,1993-94,Jeff Hornacek,Jeff Hornacek,"$1,022,237","$2,968,237","$1,946,000",96,U,"PHI, UTA"
Justin Holiday 2017-18,2017-18,Justin Holiday,Justin Holiday,"$1,022,209","$5,522,209","$4,500,000",72,U,CHI
Kyle O'Quinn 2014-15,2014-15,Kyle O'Quinn,Kyle O'Quinn,"$1,022,180","$1,937,423","$915,243",51,U,ORL
Jarvis Varnado 2013-14,2013-14,Jarvis Varnado,Jarvis Varnado,"$1,022,008","$1,332,916","$310,908",24,U,"CHI, PHI"
Dale Ellis 1995-96,1995-96,Dale Ellis,Dale Ellis,"$1,021,813","$2,331,813","$1,310,000",81,U,DEN
Mitch McGary 2014-15,2014-15,Mitch McGary,Mitch McGary,"$1,021,449","$2,421,489","$1,400,040",32,U,OKC
James Worthy 1990-91,1990-91,James Worthy,James Worthy,"$1,016,821","$2,616,821","$1,600,000",96,U,LAL
Isaiah Taylor 2017-18,2017-18,Isaiah Taylor,Isaiah Taylor,"$1,016,483","$2,329,094","$1,312,611",67,U,ATL
Mike Bibby 2005-06,2005-06,Mike Bibby,Mike Bibby,"$1,016,089","$12,516,089","$11,500,000",88,U,SAC
Chris Boucher 2018-19,2018-19,Chris Boucher,Chris Boucher,"$1,015,447","$1,472,865","$457,418",30,U,TOR
Marty Conlon 1994-95,1994-95,Marty Conlon,Marty Conlon,"$1,014,083","$1,196,583","$182,500",82,U,MIL
Dion Glover 2001-02,2001-02,Dion Glover,Dion Glover,"$1,013,492","$2,040,932","$1,027,440",55,U,ATL
Chucky Brown 1995-96,1995-96,Chucky Brown,Chucky Brown,"$1,013,298","$1,438,298","$425,000",90,U,HOU
Dale Ellis 1993-94,1993-94,Dale Ellis,Dale Ellis,"$1,013,217","$2,313,217","$1,300,000",81,U,SAS
Greg Anthony 1995-96,1995-96,Greg Anthony,Greg Anthony,"$1,013,213","$2,686,213","$1,673,000",69,U,MEM
BJ Johnson 2018-19,2018-19,BJ Johnson,BJ Johnson,"$1,012,787","$1,154,898","$142,111",7,U,"ATL, SAC"
Wesley Person 1995-96,1995-96,Wesley Person,Wesley Person,"$1,012,289","$1,857,289","$845,000",86,U,PHX
Ian Clark 2017-18,2017-18,Ian Clark,Ian Clark,"$1,011,636","$2,588,866","$1,577,230",83,U,NOP
Nene 2008-09,2008-09,Nene,Nen�,"$1,011,559","$10,691,559","$9,680,000",93,U,DEN
Terrell Brandon 2001-02,2001-02,Terrell Brandon,Terrell Brandon,"$1,011,522","$10,311,522","$9,300,000",32,U,MIN
Jon Barry 1998-99,1998-99,Jon Barry,Jon Barry,"$1,011,000","$1,611,000","$600,000",48,U,SAC
Tyler Zeller 2012-13,2012-13,Tyler Zeller,Tyler Zeller,"$1,010,510","$2,573,630","$1,563,120",77,U,CLE
P.J. Dozier 2021-22,2021-22,P.J. Dozier,PJ Dozier,"$1,009,802","$2,920,662","$1,910,860",18,U,DEN
Luther Head 2009-10,2009-10,Luther Head,Luther Head,"$1,009,353","$1,894,234","$884,881",47,U,IND
Kyle Lowry 2014-15,2014-15,Kyle Lowry,Kyle Lowry,"$1,007,305","$13,007,305","$12,000,000",74,U,TOR
Marco Belinelli 2010-11,2010-11,Marco Belinelli,Marco Belinelli,"$1,006,549","$3,386,819","$2,380,270",86,U,NOP
Tom Gugliotta 1996-97,1996-97,Tom Gugliotta,Tom Gugliotta,"$1,006,537","$6,006,537","$5,000,000",84,U,MIN
Joe Ingles 2020-21,2020-21,Joe Ingles,Joe Ingles,"$1,006,445","$11,370,082","$10,363,637",78,U,UTA
Keita Bates-Diop 2019-20,2019-20,Keita Bates-Diop,Keita Bates-Diop,"$1,006,235","$2,423,087","$1,416,852",49,U,"DEN, MIN"
Briante Weber 2017-18,2017-18,Briante Weber,Briante Weber,"$1,006,214","$1,166,592","$160,378",18,U,"HOU, MEM"
Martell Webster 2007-08,2007-08,Martell Webster,Martell Webster,"$1,005,559","$3,979,639","$2,974,080",75,U,POR
Raja Bell 2007-08,2007-08,Raja Bell,Raja Bell,"$1,005,217","$5,755,217","$4,750,000",80,U,PHX
John Starks 1991-92,1991-92,John Starks,John Starks,"$1,005,177","$1,405,177","$400,000",94,U,NYK
Darius Miller 2017-18,2017-18,Darius Miller,Darius Miller,"$1,004,369","$3,104,369","$2,100,000",91,U,NOP
Cedric Ceballos 1999-00,1999-00,Cedric Ceballos,Cedric Ceballos,"$1,004,113","$4,504,113","$3,500,000",69,U,DAL
Corliss Williamson 2001-02,2001-02,Corliss Williamson,Corliss Williamson,"$1,003,357","$5,003,357","$4,000,000",88,U,DET
Skylar Mays 2020-21,2020-21,Skylar Mays,Skylar Mays,"$1,001,860","$1,534,078","$532,218",40,U,ATL
Charles Smith (1965) 1990-91,1990-91,Charles Smith (1965),Charles Smith (1965),"$1,001,678","$2,001,678","$1,000,000",74,U,LAC
Joe Johnson 2002-03,2002-03,Joe Johnson,Joe Johnson,"$1,001,500","$2,731,060","$1,729,560",88,U,PHX
Anthony Carter 2000-01,2000-01,Anthony Carter,Anthony Carter,"$1,001,336","$2,201,336","$1,200,000",75,U,MIA
Damon Jones 2000-01,2000-01,Damon Jones,Damon Jones,"$1,001,140","$1,711,140","$710,000",71,U,MEM
Tony Bradley 2020-21,2020-21,Tony Bradley,Tony Bradley,"$1,000,663","$4,542,723","$3,542,060",42,U,"OKC, PHI"
Al Jefferson 2005-06,2005-06,Al Jefferson,Al Jefferson,"$1,000,570","$2,513,410","$1,512,840",59,U,BOS
Earl Boykins 2007-08,2007-08,Earl Boykins,Earl Boykins,"$999,644","$1,533,216","$533,572",36,U,CHA
Brent Barry 1995-96,1995-96,Brent Barry,Brent Barry,"$999,277","$1,832,277","$833,000",79,U,LAC
John Wallace 1997-98,1997-98,John Wallace,John Wallace,"$998,528","$1,901,648","$903,120",82,U,TOR
Dahntay Jones 2008-09,2008-09,Dahntay Jones,Dahntay Jones,"$998,336","$1,925,014","$926,678",95,U,DEN
Damyean Dotson 2019-20,2019-20,Damyean Dotson,Damyean Dotson,"$998,163","$2,616,683","$1,618,520",48,U,NYK
Nick Anderson 1991-92,1991-92,Nick Anderson,Nick Anderson,"$996,353","$1,746,353","$750,000",60,U,ORL
Okaro White 2016-17,2016-17,Okaro White,Okaro White,"$996,110","$1,307,105","$310,995",35,U,MIA
Rick Fox 2000-01,2000-01,Rick Fox,Rick Fox,"$995,504","$4,395,504","$3,400,000",98,U,LAL
Chris Gatling 1996-97,1996-97,Chris Gatling,Chris Gatling,"$995,456","$4,042,456","$3,047,000",47,U,"BKN, DAL"
Shawn Kemp 1990-91,1990-91,Shawn Kemp,Shawn Kemp,"$995,452","$1,345,452","$350,000",86,U,OKC
Earl Boykins 2009-10,2009-10,Earl Boykins,Earl Boykins,"$993,833","$2,185,013","$1,191,180",67,U,WAS
Amir Coffey 2019-20,2019-20,Amir Coffey,Amir Coffey,"$992,199","$1,071,767","$79,568",21,U,LAC
Stanley Johnson 2017-18,2017-18,Stanley Johnson,Stanley Johnson,"$991,988","$4,089,788","$3,097,800",69,U,DET
Mike Wilks 2002-03,2002-03,Mike Wilks,Mike Wilks,"$991,067","$1,046,469","$55,402",50,U,"ATL, MIN"
Tyrone Corbin 1990-91,1990-91,Tyrone Corbin,Tyrone Corbin,"$990,756","$1,820,756","$830,000",82,U,MIN
Cedric Ceballos 1993-94,1993-94,Cedric Ceballos,Cedric Ceballos,"$990,463","$2,990,463","$2,000,000",63,U,PHX
Clar. Weatherspoon 1998-99,1998-99,Clar. Weatherspoon,Clarence Weatherspoon,"$990,226","$2,740,226","$1,750,000",54,U,MIA
John Salmons 2005-06,2005-06,John Salmons,John Salmons,"$989,450","$2,658,451","$1,669,001",82,U,PHI
Alex Len 2018-19,2018-19,Alex Len,Alex Len,"$989,286","$5,339,286","$4,350,000",77,U,ATL
Al Harrington 2000-01,2000-01,Al Harrington,Al Harrington,"$988,923","$1,786,803","$797,880",81,U,IND
JaKarr Sampson 2019-20,2019-20,JaKarr Sampson,JaKarr Sampson,"$988,635","$2,725,780","$1,737,145",38,U,IND
Glen Davis 2007-08,2007-08,Glen Davis,Glen Davis,"$988,450","$1,415,613","$427,163",86,U,BOS
Julian Washburn 2018-19,2018-19,Julian Washburn,Julian Washburn,"$987,892","$1,065,142","$77,250",18,U,MEM
C.J. Watson 2007-08,2007-08,C.J. Watson,CJ Watson,"$987,690","$1,113,169","$125,479",32,U,GSW
Day'Ron Sharpe 2021-22,2021-22,Day'Ron Sharpe,Day'Ron Sharpe,"$987,251","$2,996,411","$2,009,160",33,U,BKN
Malik Allen 2001-02,2001-02,Malik Allen,Malik Allen,"$986,732","$1,319,549","$332,817",12,U,MIA
Jeff Hornacek 1997-98,1997-98,Jeff Hornacek,Jeff Hornacek,"$985,897","$5,180,897","$4,195,000",100,U,UTA
Justin Holiday 2019-20,2019-20,Justin Holiday,Justin Holiday,"$985,852","$5,752,852","$4,767,000",77,U,IND
Luke Ridnour 2012-13,2012-13,Luke Ridnour,Luke Ridnour,"$984,225","$4,984,225","$4,000,000",82,U,MIN
Luke Walton 2005-06,2005-06,Luke Walton,Luke Walton,"$983,400","$2,233,400","$1,250,000",76,U,LAL
Beno Udrih 2004-05,2004-05,Beno Udrih,Beno Udrih,"$982,985","$1,824,665","$841,680",101,U,SAS
Renaldo Balkman 2008-09,2008-09,Renaldo Balkman,Renaldo Balkman,"$982,700","$2,352,620","$1,369,920",61,U,DEN
Alonzo Gee 2010-11,2010-11,Alonzo Gee,Alonzo Gee,"$982,639","$1,664,131","$681,492",56,U,"CLE, SAS, WAS"
Junior Harrington 2006-07,2006-07,Junior Harrington,Junior Harrington,"$981,626","$1,372,182","$390,556",29,U,MEM
Jordan Loyd 2018-19,2018-19,Jordan Loyd,Jordan Loyd,"$981,562","$1,058,812","$77,250",12,U,TOR
Dewayne Dedmon 2016-17,2016-17,Dewayne Dedmon,Dewayne Dedmon,"$980,978","$3,878,978","$2,898,000",88,U,SAS
Zaza Pachulia 2015-16,2015-16,Zaza Pachulia,Zaza Pachulia,"$980,600","$6,180,600","$5,200,000",81,U,DAL
John Jenkins 2018-19,2018-19,John Jenkins,John Jenkins,"$980,384","$1,566,193","$585,809",26,U,"NYK, WAS"
Damien Wilkins 2012-13,2012-13,Damien Wilkins,Damien Wilkins,"$979,903","$2,203,069","$1,223,166",61,U,PHI
Tim Frazier 2014-15,2014-15,Tim Frazier,Tim Frazier,"$978,858","$1,086,293","$107,435",13,U,"PHI, POR"
Harrison Barnes 2012-13,2012-13,Harrison Barnes,Harrison Barnes,"$978,750","$3,776,790","$2,798,040",93,U,GSW
Derrick Walton Jr. 2019-20,2019-20,Derrick Walton Jr.,Derrick Walton,"$978,716","$1,060,394","$81,678",26,U,"DET, LAC"
Jelani McCoy 2002-03,2002-03,Jelani McCoy,Jelani McCoy,"$977,949","$1,615,384","$637,435",67,U,TOR
Johnny Newman 1997-98,1997-98,Johnny Newman,Johnny Newman,"$977,578","$2,302,578","$1,325,000",74,U,DEN
Shaquille O'Neal 1992-93,1992-93,Shaquille O'Neal,Shaquille O'Neal,"$977,484","$3,977,484","$3,000,000",81,U,ORL
Shammond Williams 2002-03,2002-03,Shammond Williams,Shammond Williams,"$976,620","$2,976,620","$2,000,000",78,U,"BOS, DEN"
Sebastian Telfair 2007-08,2007-08,Sebastian Telfair,Sebastian Telfair,"$976,367","$3,538,793","$2,562,426",60,U,MIN
Jeff Hornacek 1992-93,1992-93,Jeff Hornacek,Jeff Hornacek,"$975,402","$2,621,402","$1,646,000",79,U,PHI
Kenny Anderson 2003-04,2003-04,Kenny Anderson,Kenny Anderson,"$974,685","$2,044,685","$1,070,000",48,U,IND
Tyus Edney 1996-97,1996-97,Tyus Edney,Tyus Edney,"$973,777","$1,221,277","$247,500",70,U,SAC
Rasual Butler 2005-06,2005-06,Rasual Butler,Rasual Butler,"$972,714","$2,272,714","$1,300,000",79,U,NOP
Tyrone Hill 1996-97,1996-97,Tyrone Hill,Tyrone Hill,"$972,063","$4,452,063","$3,480,000",74,U,CLE
Jamal Crawford 2011-12,2011-12,Jamal Crawford,Jamal Crawford,"$971,645","$5,971,645","$5,000,000",60,U,POR
Ignas Brazdeikis 2021-22,2021-22,Ignas Brazdeikis,Ignas Brazdeikis,"$971,554","$1,434,183","$462,629",42,U,ORL
Marco Belinelli 2008-09,2008-09,Marco Belinelli,Marco Belinelli,"$971,147","$2,417,867","$1,446,720",42,U,GSW
Damon Jones 2001-02,2001-02,Damon Jones,Damon Jones,"$970,685","$1,536,535","$565,850",77,U,DET
Dean Wade 2021-22,2021-22,Dean Wade,Dean Wade,"$970,461","$2,753,082","$1,782,621",51,U,CLE
JJ Redick 2013-14,2013-14,JJ Redick,JJ Redick,"$970,287","$7,470,287","$6,500,000",48,U,LAC
JaVale McGee 2017-18,2017-18,JaVale McGee,JaVale McGee,"$970,199","$3,087,154","$2,116,955",78,U,GSW
Rasual Butler 2002-03,2002-03,Rasual Butler,Rasual Butler,"$970,065","$1,319,523","$349,458",72,U,MIA
Michael Redd 2011-12,2011-12,Michael Redd,Michael Redd,"$969,595","$2,278,101","$1,308,506",51,U,PHX
Darius Miller 2018-19,2018-19,Darius Miller,Darius Miller,"$969,180","$3,174,180","$2,205,000",69,U,NOP
JR Smith 2004-05,2004-05,JR Smith,JR Smith,"$968,300","$2,174,900","$1,206,600",76,U,NOP
Brandon Davies 2014-15,2014-15,Brandon Davies,Brandon Davies,"$967,129","$1,096,805","$129,676",27,U,"BKN, PHI"
Quentin Richardson 2000-01,2000-01,Quentin Richardson,Quentin Richardson,"$966,204","$1,987,164","$1,020,960",76,U,LAC
JJ Hickson 2011-12,2011-12,JJ Hickson,JJ Hickson,"$965,816","$3,320,353","$2,354,537",54,U,"POR, SAC"
Isaiah Whitehead 2016-17,2016-17,Isaiah Whitehead,Isaiah Whitehead,"$965,221","$2,039,366","$1,074,145",73,U,BKN
Darrell Armstrong 2006-07,2006-07,Darrell Armstrong,Darrell Armstrong,"$964,917","$2,143,265","$1,178,348",81,U,IND
A.J. Guyton 2000-01,2000-01,A.J. Guyton,AJ Guyton,"$964,613","$1,281,582","$316,969",33,U,CHI
Patrick Patterson 2011-12,2011-12,Patrick Patterson,Patrick Patterson,"$963,165","$2,923,125","$1,959,960",64,U,HOU
Nick Calathes 2014-15,2014-15,Nick Calathes,Nick Calathes,"$962,257","$1,778,739","$816,482",68,U,MEM
Jake Voskuhl 2001-02,2001-02,Jake Voskuhl,Jake Voskuhl,"$961,912","$1,427,762","$465,850",59,U,PHX
Jerry Stackhouse 1996-97,1996-97,Jerry Stackhouse,Jerry Stackhouse,"$961,696","$3,247,696","$2,286,000",81,U,PHI
Chandler Hutchison 2019-20,2019-20,Chandler Hutchison,Chandler Hutchison,"$961,692","$3,294,012","$2,332,320",28,U,CHI
Olden Polynice 1993-94,1993-94,Olden Polynice,Olden Polynice,"$961,664","$1,811,664","$850,000",68,U,"DET, SAC"
P.J. Brown 2002-03,2002-03,P.J. Brown,PJ Brown,"$961,465","$8,006,265","$7,044,800",84,U,NOP
Jeremy Evans 2013-14,2013-14,Jeremy Evans,Jeremy Evans,"$960,941","$2,620,941","$1,660,000",66,U,UTA
Lorenzo Brown 2017-18,2017-18,Lorenzo Brown,Lorenzo Brown,"$960,703","$1,037,953","$77,250",18,U,TOR
Mario Elie 1995-96,1995-96,Mario Elie,Mario Elie,"$960,677","$2,410,677","$1,450,000",53,U,HOU
Lindell Wigginton 2021-22,2021-22,Lindell Wigginton,Lindell Wigginton,"$960,050","$1,194,023","$233,973",19,U,MIL
Iman Shumpert 2014-15,2014-15,Iman Shumpert,Iman Shumpert,"$959,889","$3,721,002","$2,761,113",82,U,"CLE, NYK"
Cam Thomas 2021-22,2021-22,Cam Thomas,Cam Thomas,"$959,817","$2,996,097","$2,036,280",68,U,BKN
Zeke Nnaji 2021-22,2021-22,Zeke Nnaji,Zeke Nnaji,"$959,783","$3,458,543","$2,498,760",43,U,DEN
Bonzi Wells 2007-08,2007-08,Bonzi Wells,Bonzi Wells,"$959,214","$3,243,414","$2,284,200",85,U,"HOU, NOP"
Ricky Davis 2004-05,2004-05,Ricky Davis,Ricky Davis,"$958,906","$6,414,106","$5,455,200",89,U,BOS
Patrick Ewing 1991-92,1991-92,Patrick Ewing,Patrick Ewing,"$958,440","$4,097,440","$3,139,000",94,U,NYK
Luke Babbitt 2015-16,2015-16,Luke Babbitt,Luke Babbitt,"$957,367","$2,057,969","$1,100,602",47,U,NOP
Drew Gooden 2009-10,2009-10,Drew Gooden,Drew Gooden,"$956,203","$5,456,203","$4,500,000",70,U,"DAL, LAC"
Rusty LaRue 1999-00,1999-00,Rusty LaRue,Rusty LaRue,"$955,626","$996,214","$40,588",4,U,CHI
Aaron McKie 1999-00,1999-00,Aaron McKie,Aaron McKie,"$955,458","$2,579,458","$1,624,000",92,U,PHI
Earl Watson 2001-02,2001-02,Earl Watson,Earl Watson,"$955,254","$1,288,071","$332,817",64,U,OKC
Jared Dudley 2008-09,2008-09,Jared Dudley,Jared Dudley,"$953,297","$2,175,617","$1,222,320",68,U,"CHA, PHX"
